%time,field.lin_vel,field.ang_vel,field.ekf_x,field.ekf_y,field.ekf_yaw,field.imu_x,field.imu_y,field.imu_yaw,field.odom_x,field.odom_y,field.odom_yaw,field.state_x,field.state_y,field.state_yaw,field.ekf_bar_x,field.ekf_bar_y,field.ekf_bar_yaw,field.model_x,field.model_y,field.model_yaw
1534925658981754732,0.0922459363937,-0.678532063961,0.0320783518255,0.0112875653431,1.06004548073,0.0320783518255,0.0112875653431,1.06004548073,0.0320783518255,0.0112875653431,1.06004548073,0.0320783518255,0.0112875653431,1.06004548073,0.0,0.0,0.0,0.0462570637465,0.0289221294224,0.893603086472
1534925659013922645,0.15000000596,-0.306545823812,0.0320783518255,0.0112875653431,1.06004548073,0.0320783518255,0.0112875653431,1.06004548073,0.0320783518255,0.0112875653431,1.06004548073,0.0320783518255,0.0112875653431,1.06004548073,0.0,0.0,0.0,0.0494278632104,0.0327843241394,0.883390903473
1534925659048577729,0.15000000596,-0.306545823812,0.0324951447546,0.0120313819498,1.05501890182,0.0320783518255,0.0112875653431,1.06002259254,0.0320783518255,0.0112875653431,1.06004548073,0.0320783518255,0.0112875653431,1.06004548073,0.0347180478275,0.0159984044731,1.04900979996,0.0526390895247,0.0366152860224,0.873175144196
1534925659080914998,0.15000000596,-0.306545823812,0.0325076393783,0.0120482901111,1.05418372154,0.0320783518255,0.0112875653431,1.06002497673,0.0320783518255,0.0112875653431,1.06004548073,0.0320783518255,0.0112875653431,1.06004548073,0.0351584851742,0.0167288929224,1.04398322105,0.0558906793594,0.0404148362577,0.862955033779
1534925659113831804,0.15000000596,-0.313248813152,0.0325088202953,0.0120489448309,1.05407989025,0.0320783518255,0.0112875653431,1.0600335598,0.0320783518255,0.0112875653431,1.06004548073,0.0324551574886,0.0116414651275,1.06295979023,0.0351749025285,0.0167435761541,1.04314815998,0.0591806210577,0.0441789403558,0.852515041828
1534925659148421176,0.15000000596,-0.306545823812,0.0325090326369,0.0120490817353,1.0539829731,0.0320783518255,0.0112875653431,1.0600335598,0.0320783518255,0.0112875653431,1.06004548073,0.0320783518255,0.0112875653431,1.06004548073,0.0351765714586,0.0167439524084,1.04280292988,0.0625106170774,0.0479111708701,0.842293083668
1534925659181871027,0.15000000596,-0.313248813152,0.0325091406703,0.0120502570644,1.05840909481,0.0320783518255,0.0112875653431,1.06811857224,0.0320783518255,0.0112875653431,1.06004548073,0.0324551574886,0.0116414651275,1.06295979023,0.0351772382855,0.0167438313365,1.04294729233,0.0658779144287,0.051606811583,0.831852197647
1534925659215365640,0.15000000596,-0.33089324832,0.0357837900519,0.0181208979338,1.06215262413,0.0359363816679,0.018308442086,1.06833064556,0.0358541682363,0.018352996558,1.08000326157,0.0335969589651,0.0130644133314,1.06962370872,0.0351565405726,0.0167567711323,1.04713213444,0.0692859590054,0.0552652850747,0.82082259655
1534925659248443519,0.15000000596,-0.34889420867,0.0362365208566,0.0189668424428,1.06801712513,0.0359363816679,0.018308442086,1.07715761662,0.0358541682363,0.018352996558,1.08000326157,0.0347387120128,0.0144873037934,1.07633662224,0.03841355443,0.0228372905403,1.05024051666,0.0727400258183,0.0588876791298,0.809180617332
1534925659281323891,0.15000000596,-0.360722750425,0.0374057553709,0.0210984759033,1.06826746464,0.0371991731226,0.0206613466144,1.0782263279,0.037159524858,0.020682554692,1.06004548073,0.0358951278031,0.0157935656607,1.0815962553,0.0388385802507,0.0236985757947,1.05545687675,0.0762324184179,0.0624632127583,0.79716104269
1534925659314814971,0.15000000596,-0.363446742296,0.0375681146979,0.0213949456811,1.06840634346,0.0371991731226,0.0206613466144,1.07859742641,0.037159524858,0.020682554692,1.06004548073,0.0373429358006,0.0173043441027,1.08250534534,0.0400066301227,0.0258308593184,1.05528140068,0.0797700285912,0.0659983158112,0.785043299198
