%time,field.lin_vel,field.ang_vel,field.ekf_x,field.ekf_y,field.ekf_yaw,field.imu_x,field.imu_y,field.imu_yaw,field.odom_x,field.odom_y,field.odom_yaw,field.state_x,field.state_y,field.state_yaw,field.ekf_bar_x,field.ekf_bar_y,field.ekf_bar_yaw,field.model_x,field.model_y,field.model_yaw
1534922757584003540,0.15000000596,-0.150068417192,0.0649925321341,0.0296234078705,1.04804170132,0.0645581334829,0.0288668647408,1.05077385902,0.0645581334829,0.0288668647408,1.05107355118,0.064515158534,0.0288987457752,1.05220794678,0.0676750764251,0.0342872031033,1.04318654537,0.0913316681981,0.0717924833298,1.00107896328
1534922757616956355,0.15000000596,-0.150068417192,0.0649925321341,0.0296234078705,1.04804170132,0.0645581334829,0.0288668647408,1.05077385902,0.0645581334829,0.0288668647408,1.05107355118,0.064515158534,0.0288987457752,1.05220794678,0.0676750764251,0.0342872031033,1.04318654537,0.0940492227674,0.0759885311127,0.996077418327
1534922757650788692,0.15000000596,-0.150068417192,0.0649925321341,0.0296234078705,1.04804170132,0.0645581334829,0.0288668647408,1.05077385902,0.0645581334829,0.0288668647408,1.05107355118,0.064515158534,0.0288987457752,1.05220794678,0.0676750764251,0.0342872031033,1.04318654537,0.0967883616686,0.0801718756557,0.991074860096
1534922757683067977,0.15000000596,-0.140022724867,0.0649932920933,0.0296238269657,1.04787111282,0.0645581334829,0.0288668647408,1.05065131187,0.0645581334829,0.0288668647408,1.05107355118,0.0652979686856,0.0297377388924,1.04749417305,0.0676885843277,0.0343022234738,1.04263925552,0.0995464399457,0.084341570735,0.986408054829
1534922757718118747,0.15000000596,-0.147455945611,0.0649935975671,0.0296236723661,1.04765844345,0.0645581334829,0.0288668647408,1.05018782616,0.0645581334829,0.0288668647408,1.05107355118,0.0645581334829,0.0288668647408,1.05107355118,0.0676909536123,0.034301739186,1.04270970821,0.102348320186,0.0885322019458,0.981452524662
1534922757750759599,0.15000000596,-0.150068417192,0.0649935975671,0.0296236723661,1.04765844345,0.0645581334829,0.0288668647408,1.05018782616,0.0645581334829,0.0288668647408,1.05107355118,0.064515158534,0.0288987457752,1.05220794678,0.0676909536123,0.034301739186,1.04270970821,0.105125263333,0.0926412716508,0.976490795612
1534922757784330058,0.15000000596,-0.150068417192,0.0649936646223,0.0296237394214,1.04758560658,0.0645581334829,0.0288668647408,1.05034780502,0.0645581334829,0.0288668647408,1.05107355118,0.064515158534,0.0288987457752,1.05220794678,0.0676914379001,0.0343014523387,1.04225587845,0.107944257557,0.096767924726,0.97149091959
1534922757817421254,0.15000000596,-0.15398773551,0.064993724227,0.0296235624701,1.04694461823,0.0645581334829,0.0288668647408,1.04920983315,0.0645581334829,0.0288668647408,1.05107355118,0.0644507408142,0.0289466362447,1.05391001701,0.067691847682,0.0343013219535,1.04218316078,0.110785499215,0.100881658494,0.966358482838
1534922757850775107,0.15000000596,-0.149820238352,0.0661088526249,0.0316355414689,1.0513780117,0.0658777281642,0.0311883855611,1.05392289162,0.0658378154039,0.0312106218189,1.07103133202,0.0655359253287,0.030106768012,1.05225801468,0.06769490242,0.0342994183302,1.04140102863,0.113647706807,0.104981817305,0.961364090443
1534922757883962690,0.15000000596,-0.164671570063,0.067401394248,0.0339117012918,1.05031645298,0.0671995207667,0.0335086584091,1.05297684669,0.0671640187502,0.0335283726454,1.05107355118,0.0659531280398,0.0308387801051,1.05924022198,0.068789280951,0.0363233275712,1.04598450661,0.116549149156,0.109089657664,0.955843031406
1534922757917338066,0.15000000596,-0.152953326702,0.067401394248,0.0339117012918,1.05031645298,0.0671995207667,0.0335086584091,1.05297684669,0.0671640187502,0.0335283726454,1.05107355118,0.0657713264227,0.0311199948192,1.05233037472,0.068789280951,0.0363233275712,1.04598450661,0.119438521564,0.113136708736,0.950772464275
1534922757950215597,0.15000000596,-0.154360502958,0.0698925629258,0.0382612831891,1.04820823669,0.0698592886329,0.0381399393082,1.04948329926,0.0698164254427,0.0381638780236,1.05107355118,0.0644699931145,0.0301464106888,1.05165016651,0.070264570415,0.0389145761728,1.04536068439,0.122365005314,0.117191456258,0.945626616478
1534922757984208527,0.15000000596,-0.172767743468,0.0698925629258,0.0382612831891,1.04820823669,0.0698592886329,0.0381399393082,1.04948329926,0.0698164254427,0.0381638780236,1.05107355118,0.0675041005015,0.0336974821985,1.05924022198,0.070264570415,0.0389145761728,1.04536068439,0.125313609838,0.121227689087,0.939869344234
1534922758017066637,0.15000000596,-0.176622763276,0.072732925415,0.0431508868933,1.04678463936,0.0725126340985,0.0427749082446,1.05064082146,0.0725148245692,0.0427724532783,1.05107355118,0.069390617311,0.0365312173963,1.0580586195,0.0740888938308,0.045474845916,1.03952169418,0.128287181258,0.12524817884,0.933981180191
1534922758050968223,0.15000000596,-0.189631491899,0.0764188542962,0.0494209639728,1.04541552067,0.0764881893992,0.0497299134731,1.05151319504,0.0766314044595,0.0496449284256,1.03111577034,0.0717348307371,0.0404748916626,1.06219625473,0.0754348561168,0.0478263087571,1.04042613506,0.131305575371,0.129275396466,0.92761862278
1534922758083545927,0.15000000596,-0.16199220717,0.0803579315543,0.0562794469297,1.04663133621,0.0804675742984,0.056682728231,1.0509622097,0.0806100144982,0.0565981827676,1.05107355118,0.0742439329624,0.0450355261564,1.04306435585,0.0791271850467,0.054092682898,1.03858876228,0.134318098426,0.133250027895,0.922232627869
1534922758117403086,0.15000000596,-0.188995078206,0.0803579315543,0.0562794469297,1.04663133621,0.0804675742984,0.056682728231,1.0509622097,0.0806100144982,0.0565981827676,1.05107355118,0.0771275684237,0.049394313246,1.05259537697,0.0791271850467,0.054092682898,1.03858876228,0.137349441648,0.13719779253,0.915961325169
1534922758150496174,0.15000000596,-0.21071138978,0.0820699483156,0.0592145398259,1.0459253788,0.0817896649241,0.0590028241277,1.05284500122,0.0819822102785,0.0588890090585,1.03111577034,0.0817644968629,0.0559431053698,1.05899751186,0.0830605775118,0.0609544552863,1.03982758522,0.140422224998,0.141141876578,0.908937931061
1534922758184564184,0.15000000596,-0.204656600952,0.0921209156513,0.0767463892698,1.04876768589,0.0923879370093,0.0775513350964,1.05190396309,0.0925897210836,0.0774273350835,1.07103133202,0.0855511575937,0.0618600286543,1.04879581928,0.0896855071187,0.0722170397639,1.03707313538,0.143543750048,0.145092248917,0.902068555355
1534922758217001513,0.15000000596,-0.220970973372,0.0921209156513,0.0767463892698,1.04876768589,0.0923879370093,0.0775513350964,1.05190396309,0.0925897210836,0.0774273350835,1.07103133202,0.0897900462151,0.068993344903,1.04977929592,0.0896855071187,0.0722170397639,1.03707313538,0.146650865674,0.148965790868,0.894753336906
1534922758250904764,0.15000000596,-0.23733343184,0.097287774086,0.0860723182559,1.05202281475,0.0976517051458,0.0868457108736,1.05549573898,0.0977084636688,0.0868023633957,1.07103133202,0.0943929851055,0.076117798686,1.04977929592,0.0948135703802,0.0814271569252,1.04081273079,0.149825617671,0.152859821916,0.886803925037
