%time,field.odom_delta_yaw_measured,field.imu_delta_yaw_measured,field.linv_vel_measured,field.deltaAngleLeftWheel,field.deltaAngleRightWheel,field.optLinVel,field.optAngVel,field.init_x,field.init_y,field.init_yaw,field.current_x,field.current_y,field.current_yaw,field.delta_t
1529603290932921874,0.0,2.9057264328e-05,0.0,0.0,0.0,0.15000000596,0.0870195627213,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0506979264319,-0.0366763807833,0.765181183815,0.0359999984503
1529603291000565015,0.0,-1.86264514923e-05,0.0,0.0,0.0,0.15000000596,0.0860259011388,-0.0505786016583,-0.0371836572886,0.763626158237,-0.05184160918,-0.0377925522625,0.764742612839,0.0359999984503
1529603291000611656,0.0,2.00569629669e-05,0.0,0.0,0.0,0.15000000596,0.0860259011388,-0.0505786016583,-0.0371836572886,0.763626158237,-0.05184160918,-0.0377925522625,0.764742612839,0.0359999984503
1529603291034070985,0.0,1.23977661133e-05,0.0,0.0,0.0,0.15000000596,0.089065618813,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0505730137229,-0.0374130569398,0.766922414303,0.0359999984503
1529603291067140993,0.0,-7.77840614319e-06,0.0,0.0,0.0,0.15000000596,0.0860158056021,-0.0505786016583,-0.0371836572886,0.763626158237,-0.05184160918,-0.0377925522625,0.764742612839,0.0359999984503
1529603291100701385,0.0,2.321600914e-05,0.0,0.0,0.0,0.15000000596,0.0927701443434,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0520574860275,-0.0385762341321,0.762655377388,0.0359999984503
1529603291167178778,0.0,9.80496406555e-06,0.0,0.0,0.0,0.15000000596,0.0782247260213,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0502856187522,-0.0367782227695,0.771983146667,0.0359999984503
1529603291167194046,0.0,1.71065330505e-05,0.0,0.0,0.0,0.15000000596,0.0782247260213,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0502856187522,-0.0367782227695,0.771983146667,0.0359999984503
1529603291201041588,0.0,2.58088111877e-05,0.0,0.0,0.0,0.15000000596,0.0876941606402,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0512827038765,-0.037688780576,0.765708446503,0.0359999984503
1529603291267285221,0.0,9.47713851929e-06,0.0,0.0,0.0,0.15000000596,0.0877176225185,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0511909946799,-0.0376121364534,0.765830099583,0.0359999984503
1529603291299594202,0.0,-6.58631324768e-06,0.0,0.0,0.0,0.15000000596,0.0877176225185,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0511909946799,-0.0376121364534,0.765830099583,0.0359999984503
1529603291332935665,0.0,3.49879264832e-05,0.0,0.0,0.0,0.15000000596,0.0775746330619,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0505576618016,-0.0370346494019,0.771999001503,0.0359999984503
1529603291366259574,0.0,5.39422035217e-05,0.0,0.0,0.0,0.15000000596,0.081397652626,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0516091361642,-0.0378184877336,0.768240451813,0.0359999984503
1529603291400676411,0.0,8.08537006378e-05,0.0,0.0,0.0,0.15000000596,0.081186003983,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0517003312707,-0.0379107035697,0.768346130848,0.0359999984503
1529603291432924059,0.0,-0.00193110108376,0.0,0.0,0.0,0.15000000596,0.081186003983,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0517003312707,-0.0379107035697,0.768346130848,0.0359999984503
1529603291467325906,0.0399156063795,0.000751048326492,0.148353010416,2.44346117973,0.0,0.15000000596,0.0885841324925,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0507515631616,-0.0371055528522,0.765576899052,0.0359999984503
1529603291500464937,-0.0199578031898,-0.000568836927414,0.074176505208,2.44346117973,-1.91986215115,0.15000000596,0.0822568908334,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0478648543358,-0.0345623157918,0.770102024078,0.0359999984503
1529603291533776655,0.0,-0.00117036700249,0.148353010416,0.523599028587,2.44346117973,0.15000000596,0.09594643116,-0.0505786016583,-0.0371836572886,0.763626158237,-0.0446658506989,-0.0317335650325,0.766510367393,0.0359999984503
