0,0
0.00660824,0.00849584
0.0132157,0.0169879
0.0198218,0.0254726
0.0264257,0.033946
0.0330266,0.0424044
0.039624,0.0508443
0.046217,0.0592617
0.0528048,0.067653
0.0593869,0.0760146
0.0659625,0.0843427
0.0725308,0.0926337
0.0790911,0.100884
0.0856427,0.10909
0.0921848,0.117248
0.0987169,0.125354
0.105238,0.133405
0.111748,0.141397
0.118245,0.149327
0.124729,0.157192
0.1312,0.164987
0.137656,0.17271
0.144097,0.180356
0.150522,0.187923
0.156931,0.195408
0.163322,0.202807
0.169695,0.210116
0.17605,0.217333
0.182385,0.224454
0.1887,0.231476
0.194995,0.238397
0.201268,0.245212
0.207519,0.25192
0.213747,0.258517
0.219951,0.265
0.226132,0.271366
0.232287,0.277613
0.238417,0.283738
0.244521,0.289738
0.250597,0.29561
0.256646,0.301352
0.262667,0.306962
0.268659,0.312437
0.274622,0.317774
0.280554,0.322971
0.286456,0.328026
0.292325,0.332937
0.298163,0.337701
0.303968,0.342317
0.309739,0.346781
0.315477,0.351094
0.321179,0.355252
0.326847,0.359253
0.332478,0.363096
0.338073,0.36678
0.34363,0.370302
0.34915,0.373661
0.354632,0.376856
0.360074,0.379885
0.365477,0.382746
0.370839,0.38544
0.376161,0.387963
0.381441,0.390316
0.386679,0.392497
0.391875,0.394505
0.397028,0.39634
0.402137,0.398
0.407202,0.399486
0.412222,0.400795
0.417196,0.401928
0.422125,0.402884
0.427007,0.403662
0.431842,0.404264
0.43663,0.404687
0.44137,0.404932
0.446061,0.404999
0.450703,0.404887
0.455296,0.404598
0.459838,0.40413
0.46433,0.403484
0.46877,0.402661
0.473159,0.401661
0.477497,0.400484
0.481781,0.399131
0.486013,0.397602
0.490191,0.395898
0.494315,0.39402
0.498384,0.391968
0.502399,0.389744
0.506359,0.387348
0.510263,0.384782
0.51411,0.382047
0.517902,0.379143
0.521636,0.376073
0.525313,0.372837
0.528932,0.369437
0.532492,0.365874
0.535995,0.36215
0.539438,0.358267
0.542822,0.354227
0.546146,0.35003
0.54941,0.345679
0.552614,0.341177
0.555756,0.336524
0.558838,0.331723
0.561858,0.326776
0.564817,0.321685
0.567713,0.316452
0.570546,0.311081
0.573317,0.305572
0.576025,0.299929
0.57867,0.294154
0.581251,0.28825
0.583768,0.282218
0.58622,0.276063
0.588608,0.269786
0.590932,0.26339
0.59319,0.256878
0.595383,0.250253
0.597511,0.243518
0.599573,0.236676
0.601569,0.22973
0.603498,0.222683
0.605362,0.215537
0.607158,0.208297
0.608888,0.200965
0.610551,0.193545
0.612147,0.186039
0.613675,0.178452
0.615136,0.170786
0.616529,0.163045
0.617854,0.155232
0.619112,0.147351
0.620301,0.139405
0.621422,0.131398
0.622475,0.123332
0.623459,0.115213
0.624374,0.107043
0.625221,0.0988254
0.625999,0.0905647
0.626708,0.082264
0.627348,0.0739272
0.627919,0.0655578
0.628422,0.0571596
0.628854,0.0487363
0.629218,0.0402914
0.629513,0.0318289
0.629738,0.0233523
0.629894,0.0148655
0.629981,0.00637208
0.629998,-0.00212411
0.629946,-0.0106194
0.629825,-0.0191099
0.629634,-0.0275921
0.629374,-0.0360621
0.629045,-0.0445163
0.628647,-0.0529509
0.628179,-0.0613621
0.627642,-0.0697464
0.627037,-0.0780999
0.626362,-0.0864191
0.625619,-0.0947003
0.624806,-0.10294
0.623925,-0.111134
0.622975,-0.119279
0.621957,-0.127372
0.62087,-0.135409
0.619715,-0.143386
0.618492,-0.1513
0.6172,-0.159147
0.615841,-0.166925
0.614414,-0.174629
0.612919,-0.182256
0.611357,-0.189802
0.609728,-0.197266
0.608032,-0.204642
0.606268,-0.211929
0.604438,-0.219122
0.602542,-0.226219
0.600579,-0.233216
0.59855,-0.24011
0.596455,-0.246899
0.594295,-0.25358
0.592069,-0.260148
0.589778,-0.266602
0.587422,-0.272939
0.585002,-0.279156
0.582517,-0.28525
0.579968,-0.291218
0.577356,-0.297058
0.574679,-0.302767
0.57194,-0.308343
0.569137,-0.313784
0.566272,-0.319086
0.563345,-0.324248
0.560356,-0.329267
0.557305,-0.334142
0.554193,-0.338869
0.551019,-0.343447
0.547785,-0.347874
0.544491,-0.352148
0.541137,-0.356267
0.537724,-0.360229
0.534251,-0.364032
0.530719,-0.367676
0.527129,-0.371157
0.523481,-0.374475
0.519776,-0.377629
0.516013,-0.380616
0.512194,-0.383436
0.508318,-0.386086
0.504386,-0.388567
0.500399,-0.390877
0.496356,-0.393015
0.492259,-0.39498
0.488108,-0.396772
0.483903,-0.398388
0.479645,-0.399829
0.475335,-0.401095
0.470971,-0.402183
0.466556,-0.403095
0.46209,-0.403829
0.457573,-0.404386
0.453006,-0.404765
0.448388,-0.404965
0.443722,-0.404987
0.439006,-0.404832
0.434242,-0.404497
0.429431,-0.403985
0.424572,-0.403295
0.419666,-0.402428
0.414715,-0.401383
0.409717,-0.400162
0.404675,-0.398765
0.399588,-0.397192
0.394457,-0.395445
0.389283,-0.393523
0.384066,-0.391428
0.378806,-0.389161
0.373505,-0.386723
0.368163,-0.384114
0.36278,-0.381337
0.357358,-0.378391
0.351896,-0.375279
0.346395,-0.372002
0.340856,-0.368561
0.33528,-0.364958
0.329667,-0.361195
0.324018,-0.357272
0.318333,-0.353192
0.312612,-0.348957
0.306858,-0.344568
0.30107,-0.340027
0.295248,-0.335337
0.289394,-0.3305
0.283509,-0.325516
0.277592,-0.32039
0.271644,-0.315123
0.265667,-0.309716
0.259661,-0.304174
0.253625,-0.298498
0.247562,-0.29269
0.241472,-0.286753
0.235355,-0.280691
0.229213,-0.274505
0.223045,-0.268198
0.216852,-0.261773
0.210636,-0.255232
0.204396,-0.24858
